nid,vid,type,language,title,uid,status,created,changed,comment,promote,sticky,tnid,translate,pubdate,body
401,401,communication,und,Back on Track,5,1,1404247359,1404843060,0,0,0,0,0,2014-07-01T00:00:00,"<p><a href=""[site:url]sites/default/files/assets/Market_Letter_Q2_2014.pdf"">Click here</a> to view as a PDF.</p>
<div data-configid=""2597474/8544155"" style=""width: 525px; height: 679px;"" class=""issuuembed""></div><script type=""text/javascript"" src=""//e.issuu.com/embed.js"" async=""true""></script>"
403,403,communication,und,"Jason Norris, CFA, Discusses Microsoft Restructuring",5,1,1405975918,1406046894,0,1,0,0,0,2014-07-18T00:00:00,"<p>Jason Norris, CFA, spoke with KGW' Joe Smith to share his thoughts on the impact of Microsoft' restructuring from an investor' perspective.</p>
<p><iframe allowfullscreen="""" frameborder=""0"" height=""400"" src=""//www.youtube.com/embed/_ABd7KYD7UI"" width=""560""></iframe></p>
"
404,404,communication,und,InvestmentNews Names Ferguson Wellman Top RIA Firm in Oregon,5,1,1410376724,1410376724,0,1,0,0,0,2014-09-10T00:00:00,"<p><strong>PORTLAND, Ore.  -  September 10, 2014  - </strong> <a href=""http://www.fergusonwellman.com/"">Ferguson Wellman Capital Management</a> has been named the top registered investment advisory firm in the state of Oregon.</p>
<p>For the top RIA list,<em> InvestmentNews</em> qualified the list of firms based on data firms listed in Form ADV to the Securities and Exchange Commission in 2014. Many criteria were considered for the listing. Among them were total assets under management and financial planning services. Also, neither the firm nor its representatives can be actively engaged in business as a representative of a broker-dealer.</p>
<p>""It is always gratifying to be mentioned alongside your peers when it comes to assets under management and percentage gained year-over-year. Equally important to us is the trusting relationships we have earned with each of our clients. After all, it is their assets that have allowed us to be mentioned in the first place,"" said <a href=""[site:url]about-us/people/james-h-rudd"">Jim Rudd</a>, principal and chief executive officer.</p>
<p>Founded in 1975, Ferguson Wellman Capital Management is a privately owned registered investment adviser that serves over 670 clients with assets starting at $3 million. The firm works with individuals and institutions in 35 states with a concentration of those clients in the West. Ferguson Wellman manages $4 billion that comprises union and corporate retirement plans; endowments and foundations; and separately managed accounts for individuals and families. In 2013, West Bearing Investments was established, a division of Ferguson Wellman, that serves clients with assets starting at $750,000. <em>All company information listed above reflects 6/30/14 data. </em></p>
<p align=""center"">###</p>
<p><strong><em>Methodology:</em></strong></p>
<p>InvestmentNews qualified 1,442 firms headquartered in the United States based on data reported on Form ADV to the Securities and Exchange Commission as of May 1, 2014. To qualify, firms must have met the following criteria: (1) latest ADV filing date is either on or after Jan. 1 (2) total AUM is at least $100M, (3) does not have employees who are registered representatives of a broker-dealer, (4) provided investment advisory services to clients during the most recently completed fiscal year, (5) no more than 50% of regulatory assets under management is attributable to pooled investment vehicles (other than investment companies), (6) no more than 25% of amount of regulatory assets under management is attributable to pension and profit-sharing plans (but not the plan participants), (7) no more than 25% of amount of regulatory assets under management is attributable to corporations or other businesses, (8) does not receive commissions, (9) provides financial planning services, (10) is not actively engaged in business as a broker-dealer (registered or unregistered), (11) is not actively engaged in business as a registered representative of a broker-dealer, (12) has neither a related person who is a broker-dealer/municipal securities dealer/government securities broker or dealer (registered or unregistered) nor one who is an insurance company or agency.</p>
<p>Visit data.InvestmentNews.com/RIA for more complete profiles and financials.</p>
"
410,410,communication,und,Ferguson Wellman Capital Management Recognized at Portland Corporate Philanthropy Awards,5,1,1411498749,1411498749,0,1,0,0,0,2014-09-23T00:00:00,"<p><strong>PORTLAND, Ore.  -  September 23, 2014  - </strong> <a href=""http://www.fergusonwellman.com/"">Ferguson Wellman Capital Management</a> has been named by the <em>Portland Business Journal</em> as a leader in corporate philanthropy in Oregon and southwest Washington.</p>
<p>Ferguson Wellman was ranked eighth in the medium-sized companies category at the <em>Business Journal'</em> annual Corporate Philanthropy Awards luncheon. Company submission to the process included number of employees, amount of dollars contributed and number of volunteer hours completed in 2013. </p>
<p>""This is an honor and recognition shared by everyone in our firm. It is gratifying to join other like-minded companies that make this city a better place to live and work,"" said <a href=""[site:url]about-us/people/james-h-rudd"">Jim Rudd,</a> principal and chief executive officer. </p>
<p>Founded in 1975, Ferguson Wellman Capital Management is a privately owned registered investment advisor, headquartered in the Pacific Northwest. With more than 670 clients in 35 states, the firm manages $4.1 billion. Ferguson Wellman also serves individuals and institutions through West Bearing Investments, a division that manages portfolios with investments of $750,000 or more. (<em>data as of 6/30/14</em>)</p>
<p align=""center"">###</p>
"
411,411,communication,und,"Not Too Hot, Not Too Cold",5,1,1412889551,1412889551,0,0,0,0,0,2014-10-01T00:00:00,"<p><a href=""[site:url]sites/default/files/assets/Market_Letter_Q3_2014.pdf"">Click here</a> to view as a PDF.</p>
<div class=""issuuembed"" data-configid=""2597474/9660332"" style=""width: 525px; height: 679px;"">
	;</div>
<script type=""text/javascript"" src=""//e.issuu.com/embed.js"" async=""true""></script>"
413,413,communication,und,Outlook 2015,5,1,1419890087,1419970955,0,0,0,0,0,2014-12-29T00:00:00,"<p><a href=""[site:url]sites/default/files/assets/Market_Letter_Q4_2014.pdf"">Click here</a> to view as a PDF.</p>
<div class=""issuuembed"" data-configid=""2597474/10723608"" style=""width: 525px; height: 679px;"">
	;</div>
<script type=""text/javascript"" src=""//e.issuu.com/embed.js"" async=""true""></script>"
419,419,communication,und,Don't Fight the ECB,5,1,1428345211,1428345211,0,0,0,0,0,2015-04-01T00:00:00,"<p><a href=""[site:url]sites/default/files/assets/Market_Letter_Q1_2015.pdf"">Click here</a> to view as a PDF.</p>
<div class=""issuuembed"" data-configid=""2597474/12064135"" style=""width: 525px; height: 679px;"">
	;</div>
<script type=""text/javascript"" src=""//e.issuu.com/embed.js"" async=""true""></script>"
424,424,communication,und,Krys-Rusoff Appointed to Metro Exposition and Recreation Committee,5,1,1431472334,1431472486,0,1,0,0,0,2015-05-12T00:00:00,"<p><strong>PORTLAND, Ore.  -  May 12, 2015  - </strong> <a href=""https://www.fergusonwellman.com/team/deidra-m-krys-rusoff"">Deidra Krys-Rusoff</a>, senior vice president and portfolio manager, ;has been appointed to the Metro Exposition and Recreation Commission (MERC).</p>
<p>While new to the MERC, Krys-Rusoff is not new to Metro, having joined the Oregon Zoo Bond Citizens Oversight Committee in 2010, serving as vice chair and chair. MERC works to protect the public investment in three of Metro' visitor venues: Oregon Convention Center, Portland Expo Center and Portland 5' Centers for the Arts. Scott Robinson, Metro' deputy chief operating officer, said <a href=""http://www.bizjournals.com/portland/potmsearch/detail/submission/4618401/Deidra_KrysRusoff"">Krys-Rusoff</a> was an obvious choice for the position. ""Deidra comes from the financial sector. She' involved in bond markets, which has really helped our oversight committee. She is able to communicate the technical information to the rest of the committee in a way they can understand.""</p>
<p>;""Deidra' commitment to serve our community is very admirable and consistent with the value she brings to our clients and company every day. We are proud of her accomplishments and leadership,"" said <a href=""https://www.fergusonwellman.com/team/james-h-rudd"">Jim Rudd</a>, principal and chief executive officer of <a href=""https://www.fergusonwellman.com/"">Ferguson Wellman</a>.</p>
<p>Founded in 1975, Ferguson Wellman Capital Management is a privately owned registered investment adviser that serves over 700 clients with assets starting at $3 million. The firm works with individuals and institutions in 36 states with a concentration of those clients in the West. Ferguson Wellman manages $4.3 billion comprising union and corporate retirement plans; endowments and foundations; and separately managed accounts for individuals and families. In 2013, West Bearing Investments was established, a division of Ferguson Wellman, that serves clients with assets starting at $750,000. <em>All company information listed above reflects 3/31/15 data.;</em></p>
<p><em>###</em></p>
"
425,425,communication,und,Norris Quoted in Barron's,5,1,1431473244,1431473558,0,1,0,0,0,2015-04-25T00:00:00,"<p>U.S. Money Managers Turn Cautious</p>
<p>Money Managers Have Reined in Their Optimism Since the Fall, but They See Bargains in Europe, Energy, Tech</p>
<p>By Jack Willoughby</p>
<p>America' money managers have developed a fear of heights. Doctors might call it acrophobia, but investors call it a logical response to a stock market that has more than doubled in the past six years, and now sits just below an all-time high. This widespread wariness is evident in Barron' latest Big Money poll, in which a record 50% of respondents categorize themselves as neutral about the market' prospects through year end. That' the highest neutral reading since the spring of 2005, when 40% were sitting on the fence, and a sharp increase from last fall' 31%.</p>
<p>A record 50% of Big Money managers say they are neutral about the prospects for stocks this year; 45% call themselves bullish, and 5% claim to be bears.</p>
<p>""We see more tentativeness than we did last year, and more withdrawal requests,"" says Douglas MacKay, founder of Broadleaf Partners in Hudson, Ohio, with $170 million under management. ""There' just not that urgency to get in. Your average investor isn't putting money into stocks.""</p>
<p>Our poll would seem to confirm as much, with 65% of managers saying that their clients are neutral on stocks, and 10% indicating they're bearish. Chris Wang, director of research at Runnymede Capital Management in Morristown, N.J., which oversees $200 million, thinks he understands why. Wang considers himself bullish, and believes that expansionary monetary policies, corporate mergers, and share buybacks could propel stocks higher still. ""But investors have reason to be cautious,"" he says. ""This is the sixth year of a bull market. Is the economy slowing? How soon will the Federal Reserve raise interest rates? These are questions that worry investors.""</p>
<p>The market' valuation is also a concern. Seventy-one percent of Big Money managers say that stocks are fairly valued, while just 8% consider them undervalued. The Standard &amp; Poor' 500 is trading at 17.4 times this year' expected earnings of $121.17, on the high side relative to its history.</p>
<p>While Wall Street analysts expect S&amp;P profits to rise less than 1% this year, according to Thomson Reuters, the Big Money managers aren't entirely pessimistic. Seventy-four percent expect earnings to increase by 1% to 5%, and 25% peg growth at 6% to 10%. Just 36% of poll respondents look for the market' price/earnings ratio to expand in 2015, compared with 45% who see no change, and 19% who forecast multiple compression.</p>
<p>Robert Maynard, chief investment officer of the $15 billion Public Employee Retirement System of Idaho, or Persi, calls the market ""fully valued to slightly overvalued, but not stunningly so."" He expects a combination of economic growth, stock buybacks, and dividends to produce a total return of 9% this year, or 7% on an inflation-adjusted basis.</p>
<p>THE BULLS' CAMP is home to 45% of Big Money managers this spring, about on par with the spring of 2007, but down from 59% last fall. Based on their mean prediction, the bulls expect the Dow Jones industrials to rally about 4% through the middle of 2016, ending this year at 18,824, en route to 19,531. The S&amp;P 500 similarly could tack on 8%, they estimate, hitting 2282 by June 30, 2016, while the Nasdaq Composite could add almost 7%, to 5382.</p>
<p>Most poll respondents are upbeat about the global economy, with 68% expecting the recovery to strengthen in the next 12 months. They look for continued growth in the U.S. economy, with 39% predicting a 2.5% increase in gross domestic product, and 42% putting GDP gains at an annualized 3% or 3.5% in the year ahead. Fourth-quarter GDP increased at an annualized rate of 2.2%; the Commerce Department will release first-quarter numbers on April 29.</p>
<p>Consistent with their rosier economic outlook, most Big Money managers expect an unemployment rate of 5.5% to 5%, just about half the level in 2009, in the aftermath of the financial crisis. Eighty-six percent expect the three-year-old housing recovery to continue. The housing market sent conflicting signals last week: The National Association of Realtors reported that existing-home sales rose 6.1% in March, to the highest level in 18 months, while the Commerce Department said that new-home sales fell 11.4% that month, the biggest drop in more than 18 months.</p>
<p>""We believe there is more juice left in the U.S. economy, and we expect it to push stock prices higher,"" says Kaleialoha Cadinha-Pua'a, president and CEO of Honolulu-based Cadinha &amp; Co., which oversees $1 billion. ""The U.S. stands to deliver 3.5% GDP growth,"" she adds, calling it a ""safe haven"" for investment assets in an increasingly risky world.</p>
<p>Company-specific developments, from mergers and spinoffs to buybacks and dividend hikes, also encourage the bulls. ""A lot of things going on in the market give me comfort,"" says David Marcus, co-founder of Evermore Global Advisors in Summit, N.J., which manages $400 million. ""Big companies in the U.S. are transforming their operations, breaking up and spinning off new businesses, and focusing on their best businesses.""</p>
<p>Marcus, the survey' most bullish respondent, puts the Dow at 24,700 by mid-2016, and the Nasdaq at 6,125. Lower fuel costs mean lower operating costs for companies-another plus, he says.</p>
<p>Robert Turner, chairman of Turner Investments in Berwyn, Pa., which manages $1 billion, has been bullish for several years and sees no reason to rein in his optimism. ""To have a severe correction, you need severe excesses, and I just don't see them,"" he says. ""Stocks trade at a reasonable multiple of expected earnings. Even the yield on the S&amp;P 500 is on par with the yield on the 10-year Treasury, which doesn't happen often.""</p>
<p>The S&amp;P is yielding 1.96%, compared with the 10-year Treasury' 1.99%.</p>
<p>Turner favors the work of Dan Wantrobski, a technical analyst at Janney Capital Markets in Philadelphia, who says ""the expansion cycle"" has much further to run. Demographics, he notes, point to a coming boom, as the 90 million members of the millennial generation approach family-formation age and start looking to buy and furnish homes. Moreover, the stock market typically has peaked at P/E multiples much higher than today', Wantrobski says.</p>
<p>THE BIG MONEY managers are most bullish about the prospects for European and U.S. stocks, and real estate. They are mostly bearish on U.S. Treasuries, U.S. corporate bonds, and commodities. More than 70% expect equities to be the best-performing asset class in the next 12 months, while 13% think that real estate will lead the pack.</p>
<p>The managers see the biggest investment opportunities in energy, European, and technology stocks, and the greatest risks in bonds, biotechs, and emerging-market stocks. They expect consumer cyclicals, health care, energy, financials, and technology to perform best among S&amp;P 500 sectors, although, to be fair, a fourth of the managers look for energy stocks to bring up the rear.</p>
<p>The Big Money pros see little change in oil prices this year; their mean forecast for West Texas Intermediate crude, the U.S. benchmark, is $54.45 a barrel, compared with a recent spot price of $57.74. Gold, too, has relatively few fans in this crowd, with poll respondents looking for the metal to end the year around $1,170 an ounce, below last week' $1,178.</p>
<p>Nearly half of the Big Money managers say Europe will be the best-performing stock market in the next 12 months-and that' after European shares, as measured by the Stoxx Europe 600 index, have rallied 20% this year, in tandem with the European Central Bank' $1 trillion bond-buying program. Marcus, of Evermore, notes that the euro' collapse in the past year, relative to the dollar, is bringing an export advantage to European multinationals.</p>
<p>The common currency slid from $1.39 in May 2014 to $1.07 last week, and 70% of Big Money managers expect the downward trend to persist.</p>
<p><a href=""https://www.fergusonwellman.com/team/jason-d-norris-cfa""><strong>Jason Norris</strong></a>, executive vice president of research at Portland, Ore.""ñbased <a href=""https://www.fergusonwellman.com/"">Ferguson Wellman Capital Management,</a> with $4.2 billion in assets, says he has been scouring European markets for bargains. ""U.S. markets have outperformed global markets by 70% these past few years,"" he says. ""Investors expect some reversion to the mean. Easy money in Europe promises higher equity prices, [whereas] the U.S. is on the verge of tightening monetary policy.""</p>
<p>The valuation differential also is a draw, he says, noting that European equities trade for roughly 15 times expected earnings.</p>
<p>BARRON' CONDUCTS the Big Money poll every spring and fall, with the help of Beta Research in Syosset, N.Y. The latest survey, e-mailed in late March, drew responses from 143 money managers across the country, representing some of the nation' largest investment firms and pension funds, as well as many smaller investment boutiques.</p>
<p>What might send U.S. stocks sharply higher in the next 12 months? Nearly half of the managers cite rising corporate profits, while 22% point to a lack of action by the Federal Reserve. Most Big Money managers expect the central bank to begin raising short-term interest rates in the fourth quarter of 2015 or first-quarter 2016-a view that much of the rest of Wall Street also has adopted in the past month, based on recent, less-than-stellar economic reports. This will mark the first change in the Fed' rate target since December 2008, and the first increase since June 2006.</p>
<p>Only 25% of respondents expect the stock market to slide in the six months following the Fed' tightening, while 55% predict that stocks will rise. A majority of managers predict that the 10-year Treasury bond will yield 2.5% or 3% a year from now, although 27% see little change from today' near-2%. Looking out five years, however, more than 40% expect the 10-year to yield 4% or more.</p>
<p>With interest rates at historic lows-and government bond yields negative in key European markets-the managers are split as to whether their fixed-income portfolios will generate positive returns this year. Fifty-six percent say that the U.S. bond market is exhibiting bubble characteristics, although that doesn't mean a correction is near. ""There is a bond bubble unless the Fed says otherwise,"" one manager said in write-in comments. ""If the Fed continues to suppress yields, there is no bubble. If the Fed does what it should, bond prices will fall as fast as the Fed will allow.""</p>
<p>Interest-rate suppression will end, ""but the start date has been pushed out, and many now believe the process will take longer than originally expected,"" wrote poll respondent John Boland, a principal with Maple Capital Management, a $650 million-in-assets firm in Montpelier, Vt., in a recent newsletter.</p>
<p>Boland describes a difficult backdrop filled with ""troubling disconnects."" Corporate profits are going down, he notes, but people are calling for stock prices to go up. At the same time, the flow of earnings news could bring more stock-price volatility. Boland, who labels himself neutral, looks for the Dow Jones industrials to hit 18,750 by year end, but retreat to 17,000 in the first half of 2016.</p>
<p>A MERE 5% of the Big Money men and women are self-described bears today, down from 10% six months ago. The higher the market has climbed, it seems, the more ambivalent erstwhile bears have grown.</p>
<p>While more than 75% of the managers think stocks will correct by at least 10% in the next 12 months, most likely driven lower by a geopolitical crisis or earnings shock, the bears are a class apart: They don't see a rebound thereafter. To the contrary, they expect the Dow to slide 7% by the middle of next year, to 16,788. The S&amp;P 500 could fall 8%, to 1935, in that span, they say, and the Nasdaq could give up 8%, to 4633.</p>
<p>""We look for negative returns in the coming months,"" says David Villa, chief investment officer of the $105 billion State of Wisconsin Investment Board. ""We've had a really strong run in the U.S. All the talk of rates going up at the end of the year will reverse momentum."" Villa asserts that U.S. equities are 10% overvalued, while European stocks are attractive. ""For example, we really like European grocers, but find North American grocers' shares unattractive,"" he says. Villa expects the Dow to tumble to 17,250 by year end, but rebound to 18,630 in the first half of 2016.</p>
<p>Ralph Segall, a principal with Chicago-based Segall, Bryant &amp; Hamill, with $9.7 billion under management, projects the Dow will fall as low as 16,800 by the end of this year, and climb back to 17,500 by June 2016. The selloff could be driven by earnings disappointments and the expectation of higher interest rates, he says. Segall sees particular risk in passive investment products, such as index funds and exchange-traded funds, which have garnered huge popularity in the bull market. They could quickly lose ground as the market grows more volatile.</p>
<p>""The public and institutions sound as convinced about the virtues of indexing as they did about the virtues of tech investing at the height of the bubble,"" he comments. ""It will all end badly, I fear.""</p>
<p>DESPITE THEIR concern about the market' advance to rarified heights, the Big Money pros find plenty of stocks to like. Their top picks this spring include&nbsp; Apple&nbsp; (ticker: AAPL),&nbsp; Dow Chemical&nbsp; (DOW),&nbsp; American Airlines Group&nbsp; (AAL),&nbsp; Celgene&nbsp; (CELG), and&nbsp; General Motors&nbsp; (GM), among others.</p>
<p>Dow Chemical shares have been relatively flat for the past year, and recently closed at $51. But David Becker, president of Northern Oak Wealth Management in Milwaukee, which manages $630 million, has a $60 target price. He expects earnings per share to rise 20% in 2016 and 2017, and lauds management' efforts to shift to higher-margin, noncyclical businesses from commodity chemicals.</p>
<p>Dow pays an annual dividend of $1.68, and yields 3.33%. The company also has a buyback program. Technically, says Becker, the stock is breaking out of a consolidation phase that lasted more than a decade.</p>
<p>As much as investors like dividend payments-Dow Chemical' have been on the rise for the past four years-they also see other compelling uses for corporate cash. For example, 35% of Big Money respondents think capital spending is the best use of corporate cash today, and 11% favor acquisitions. That compares with 34% who regard dividend payments as the best investment, and 20% who prefer buybacks.</p>
<p>The managers see a lot of froth in biotech stocks, but Celgene, a $95 billion-market-cap giant, could be a smart way to play the industry' rapid growth. Spun out of chemical maker Celanese in 1986, Celgene is best known for cancer treatments, and has one of the broadest pipelines in the biotech business. The company bought a number of small biotech outfits, and shareholder-friendly management has actively repurchased shares.</p>
<p>At a recent $116, Celgene trades for 19 times next year' expected earnings of $6.32 a share. Geoffrey Porges, an analyst at Sanford C. Bernstein, has a price target of $155 a share, and says the stock is ""set up nicely to rally.""</p>
<p>GM is a favorite of William Harnisch, president of Peconic Partners, which oversees $533 million in assets. The auto maker' shares are trading around $36, or for a well-below-market valuation of seven times estimated 2016 earnings of $5.17 a share. Harnisch thinks the stock is worth at least $50, and says the market has yet to see past the company' recent recall problems.</p>
<p>Nor do investors understand just how well GM is doing in truck manufacturing, he adds. In many ways, Harnisch says, GM is a stealth technology company, and a leader in computer-enhanced ""connected"" vehicles designed for superior performance and safety.</p>
<p>Robert Medway, a principal in New York' Royal Capital Management, which manages about $100 million, prefers lesser-known stocks, and says relatively high valuations have forced bargain hunters to move into ""special situations and orphan stocks that trade down because of some basic misunderstanding or disagreement.""</p>
<p>McDermott International&nbsp; (MDR), an oil-infrastructure specialist, is one example, he says. The stock was hit most recently by the plunge in oil prices, but the company has stable long-term contracts with prime producers, Medway notes.</p>
<p>ASK ANY GROUP of people what they think of Apple, and opinions of its products and stock will be mixed. While 81% of Big Money respondents view the company favorably, and some call its stock a favorite, others label the shares among the market' most overvalued.</p>
<p>The managers also consider&nbsp; Tesla Motors&nbsp; (TSLA),&nbsp; Amazon.com&nbsp; (AMZN),&nbsp; Facebook&nbsp; (FB), and the casual-dining chain&nbsp; Chipotle Mexican Grill&nbsp; (CMG) to be among the market' most overvalued names, as they did last fall, even though Tesla and Chipotle have fallen 4% and 1% since late October, and Facebook is up 9%. Amazon is another story; it' up 28% in the past six months, to $390, and fetches a cool 165 times next year' expected earnings.</p>
<p>Chipotle trades for a comparatively reasonable 31 times estimated profits, but that is too rich by far for James Pappas, chief investment officer of James Pappas Investment Counsel, which manages $30 million in Longboat Key, Fla. ""This is not a cure for cancer; it is a burrito chain whose growth is starting to slow,"" he says.</p>
<p>Pappas notes that Chipotle' $19.7 billion stock market capitalization values each of its 1,800 stores at a lofty $12 million. The restaurants produce an annual profit of $250,000 each. Viewed another way, that' just a 2% return, akin to the 10-year Treasury yield, but with a lot more risk.</p>
<p>Pappas expects the Dow to hold steady for the rest of this year at about 18,000, before climbing to 19,200 by mid-2016-an implied gain of just under 7%.</p>
<p>POLITICS ARE HARD to escape these days, even if you try. What happens in the Capitol, and on the hustings, is of keen interest to the nation' investment managers, especially given Washington' growing influence on Wall Street. If the Big Money folks could write the script, 39% would like to see the White House and Congress focus most urgently on tax reform, and presumably on lowering the nation' corporate tax rate.</p>
<p>Another 29% argue that reform of entitlement programs is the top priority, while 11% contend it is reductions in federal spending. Only 6% consider immigration reform the most pressing issue before Congress.</p>
<p>At this early juncture, 79% of Big Money managers expect Hillary Clinton to be the Democrats' candidate for president in 2016. Just half of poll respondents think Jeb Bush will carry the banner for the Republicans, with another 20% putting high odds on Wisconsin Gov. Scott Walker. No matter who runs, 66% predict that the Republican candidate will win.</p>
<p>The markets could look a lot different-or not-by the time the next president reports for duty. In the meantime, the nation' professional money managers have their work cut out, especially given stocks' valuation and the uncertainty surrounding the Fed' next rate move. Eighty-two percent of Big Money managers say they're beating the market this year-a good batting average. We'll let you know how they're doing, and what they're thinking, when we check back with them in the fall.</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
"
426,426,communication,und,Kralj Quoted in The Register-Guard ,5,1,1431473773,1431473773,0,1,0,0,0,2015-03-29T00:00:00,"<p>Student Apartments Have Been Big Movers in the Local Market</p>
<p>By<br />
	Elon Glucklich</p>
<p>Principal Financial Group, an Iowa-based Fortune 500 firm, made a splash in Eugene' real estate market this month.</p>
<p>The global investment giant, which has more than $500 billion in assets, forked over $45.5 million for a six-story student apartment complex at 12th Avenue and Patterson Street, just west of the University of Oregon.</p>
<p>The purchase was the priciest acquisition of a single Eugene property in at least a year, and possibly the largest since 2008.</p>
<p>But it was far from the only property catering to University of Oregon students to change ownership lately. Over the last year, at least eight small to medium-size student apartment complexes with a total of 222 housing units have sold in the area between University and Willamette streets, Lane County property records show.</p>
<p>All but one of the complexes was built under ownership by local developers. Most - five of the eight properties - were newer ones, built in 2012 or 2013. And all but one of the complexes sold to out-of-state buyers.</p>
<p>Some real estate analysts say the sales could be evidence of the UO' heightened visibility among national investors. But others say it could also reflect increasing concerns of an overbuilt student housing market among local investors.</p>
<p>""Typically, if there' more product coming onto the market, eventually rents are going to soften and projects have to offer concessions like three months of lower rent"" to compete, said Bill Reid, a principal at Hillsboro-based PNW Economics consulting firm, who specializes in real estate.</p>
<p>""In general, if a market-rate apartment' owner is thinking their project is full right now, and they're certain they're getting the maximum value they can, they might want to sell"" before more supply comes on the market, Reid said.</p>
<p>That trend could play out in earnest here over the next year.</p>
<p>With two mammoth student housing projects set to come online this fall - the 512-bedroom Hub student housing tower on East Broadway and the 192-unit complex at 2125 Franklin Blvd. - and stagnant enrollment at the UO, real estate analysts and builders increasingly wonder who' going to sleep in all these rooms.</p>
<p>""With Capstone and the Hub and some of the other projects, it' my opinion the entire Eugene response to student housing led to it being overbuilt,"" said Ed McMahon, executive vice president of the Home Builders Association of Lane County.</p>
<p>McMahon said large tax breaks approved by the Eugene City Council to lure the Capstone and Hub developments may have done as much to create an oversupply as it did to address what was once an under-Œ_supply of apartments. None of the eight complexes that sold in the last year received the tax incentives, and the program is currently on hold while the council looks to rewrite the rules.</p>
<p>Of the eight properties that sold over the last year, Los Angeles-based M&amp;A Real Estate Partners bought three of them, all small complexes: a 10-unit apartment complex on High Alley, an eight-unit complex at 18th Avenue and Oak Street and a six-unit complex on East 18th Alley.</p>
<p>The firm owns 21 student housing projects in college towns across the country. But it' most heavily invested in Eugene, where it owns eight small apartment complexes.</p>
<p>""There' been a plethora of that large, new supply in the Eugene market, and it really did extremely poorly in general last year,"" said Douglas Buchalter, M&amp;A' senior director of acquisitions, saying his opinion was based on conversations with local developers. ""Our philosophy is, if we can buy smaller projects that are really well located and that offer larger, sort of townhome-style living, there' incredible demand for that kind of project in Eugene.""</p>
<p>Some economists say investors are shrewdly investing in student housing in growing college towns like Eugene, even amid a possible oversupply, with a view to the long-term.</p>
<p>""If you look at inflation from the bottom of the financial crisis today, where are the two highest areas of inflation? College tuition and rent,"" said <a href=""https://www.fergusonwellman.com/team/mark-j-kralj"">Mark Kralj</a>, a partner with Portland investment firm <a href=""https://www.fergusonwellman.com/"">Ferguson Wellman Capital Management,</a> which tracks real estate and financial trends across the northwest.</p>
<p>Kralj said years of tuition hikes at UO, Oregon State University and many other colleges across the country have led to families expecting to pay more than ever to send a child to school.</p>
<p>For now, that means investors can feel relatively comfortable charging high rents for high-quality amenities many of the newer complexes offer, he said.</p>
<p>""In today' world, I think it makes sense"" to buy student housing, Kralj said. ""But down the road, you could see less pressure on rent prices and fewer students looking. I think it will be more difficult to raise prices if more people start asking, ""ÖWhat is the price of a four-year education really worth?'""Š""</p>
<p></p>
"
427,427,communication,und,Faulkner Receives Award from Portland Business Journal  ,5,1,1432225826,1432225845,0,1,0,0,0,2015-04-16T00:00:00,"<p><strong>PORTLAND, Ore.  -  April 16, 2015  - </strong> <a href=""https://www.fergusonwellman.com/team/mary-faulkner"">Mary Faulkner</a>, senior vice president of branding and communications, was honored by <a href=""http://www.bizjournals.com/portland/""><em>Portland Business Journal</em></a> as a 2015 Woman of Influence Orchid Award Winner. </p>
<p>Every year, <em>Portland Business Journal</em> recognizes a group of successful business women from across Oregon and Southwest Washington at their Orchid Award event. The winners are selected by the editorial staff from hundreds of submitted nominations that speak to the business achievements, career accomplishments and civic and community involvement of these women.</p>
<p>""Mary is very deserving of this award. Her experience, results and demeanor have elevated her to a leadership role in our firm and she has become an invaluable member of our management team. In addition to her good work with our company, she is engaged in and has led efforts with some nonprofit organizations that play an integral role in our community,"" said <a href=""https://www.fergusonwellman.com/team/james-h-rudd"">Jim Rudd,</a> principal and chief executive officer.</p>
<p>Nonprofits that Faulkner has been involved with include <a href=""http://www.ohs.org/"">Oregon Historical Society</a>, <a href=""http://www.friendsoflonefircemetery.org/"">Lone Fir Cemetery Foundation</a>, <a href=""http://www.pdx.edu/womens-leadership/"">Portland State University' Center for Women' Leadership</a>, <a href=""http://rebuildingcenter.org/"">The ReBuilding Center,</a> <a href=""https://www.omsi.edu/"">OMSI</a>, Hill Staffers for the Hungry and Homeless and University of Oregon Alumni Association (DC Ducks).</p>
<p>Founded in 1975,<a href=""https://www.fergusonwellman.com/""> Ferguson Wellman Capital Management </a>is a privately owned registered investment adviser that serves over 700 clients with assets starting at $3 million. The firm works with individuals and institutions in 36 states with a concentration of those clients in the West. Ferguson Wellman manages $4.3 billion comprising union and corporate retirement plans; endowments and foundations; and separately managed accounts for individuals and families. In 2013, <a href=""http://westbearinginvest.com/"">West Bearing Investments</a> was established, a division of Ferguson Wellman, that serves clients with assets starting at $750,000. <em>All company information listed above reflects 3/31/15 data.;</em></p>
"
